,Estrellas,Reseñas
19,4,"La mejor opción para Palma - BarcelonaLo recomiendo porque, de todas las opciones de ir de Palma a Barcelona, Balearia es la más fiable. El servicio es correcto.La única pega en nuestro último viaje: que en las instrucciones para ir al puerto, en Palma, se mostraba la dirección de las oficinas, cuando el barco se encontraba en otra parte del puerto."
20,4,"Destacable la mejora en la atenciónDestacable la mejora en la atención y amabilidad del personal auxiliar de tierra antes del embarque y el de la tripulación. Barco agradable y limpio.El único inconveniente, la calor. La climatización era deficiente."
21,4,"Trato excelenteTrato excelente, llevábamos una persona muy mayor y entendieron en todo momento nuestras necesidades. Lo único que no nos gustó es que pagamos asientos con mesa y nos asignaron asientos muy separados, llevando menores de edad. Aunque se nos dejó al final estar todos juntos sin ningún problema. Por lo que entiendo que se trata de un error del sistema informático, aquí la falta de sensibilidad."
22,2,"Personal,un poco mal aducado en aspecto…Personal,un poco mal aducado en aspecto a algún problema, aire acondicionado demasiado fuerte para estar el buque tan vacío"
23,1,Tenía un viaje a las 4 de la madrugada …Tenía un viaje a las 4 de la madrugada  muy urgente por una muerte de un familiar y el barco no salió hasta 7 por vuestra culpa no llegué al entierro
24,5,Un viaje muy cómodoUn viaje muy cómodo. Tuvimos que esperar mucho rato para hacer el embarque pero como había pocos coches luego fue todo muy rápido.
25,3,La persona de la recepción muy…La persona de la recepción muy desagradable y el aire acondicionado muy fuerte por lo demás todo bien
26,5,"Trato excelente.Las indicaciones y el trato recibido por el personal que te recibe en el puerto, al igual que en el barco fueron excelentes."
27,5,Muy satisfactorio  No viajaba desde el año pasadoNo viajaba desde el año pasado. El buque muy bien limpio y bien mantenido. La sensación del viaje muy satisfactoria (lo comentamos entre nosotros). El servicio en su conjunto ha mejorado muchísimo. Y el personal muy bien. Saben hacer su trabajo.
28,4,"Confortable aunque siempre mejorableAunque el embarque a pie no es muy cómodo, tienes que pasar por la zona de los vehículos, los productos de la cafetería, son aceptables, el café es regular, tiene opciones vegetarianas, aunque se agradecería más diversidad plant based. Ha sido confortable ya que estaba en camarote doble exterior, y el aire acondicionado con la temperatura adecuada."
29,3,Deben mejorar la asignación de butacasDeben mejorar la asignación de butacas. Podrían cambiar lo que retransmiten por TV para que no se reproduzcan en bucle una y otra vez.
30,5,"Viaje seguro y tranquiloHemos viajado en familia  sin ningún incidente ,lo que podría decir negativo es que hacia bastante frío dentro ,tienes que tener algo para taparte."
31,1,"Las instalaciones de Valencia son una vergüenza. Y llevan 20 años así.Las condiciones de espera tanto para pasaje sin vehículo como con él son deplorables tanto en Mallorca como en Valencia. De mal en peor. España, primera naviera de pasajeros y no hay nada; ni cubierta, ni asientos suficientes ni condiciones ambientales adecuadas para los pasajeros en el muelle. Jetas q creen q somos calcetines q pueden estar al sol a 40-45 grados. Se les debería denunciar.Igualmente, se exige 1.5/ 2 horas de antelación y da igual: siempre se zarpa tarde. También he probado los trayectos Mahón-Alcudia y Palma-Ibiza. Por tema de vehículo. Algunas veces la exper. es normal y otras negativa.También suscribo la opinión de otros clientes en las reseñas en cuanto a la disparidad de criterios sobre mascotas, y el cambio de precios- tarifas repentino. Igualmente, con no sé q intención para que a alguien se la cuelen tal vez?? ponen el descuento de residente casi al final del trámite y no al principio y bien GRANDE.El poder de Balearia está en haber operado como monopolio muchos años con la caída de Trasmediterranea e Iscomar. Y seguir haciéndolo en duopolio con la ""recuperada"" pero igualmente nefasta Trasmediterranea, enfocada especialmente al transporte de mercancías. Sueño con aviones que lleven coches y con navieras decentes."
32,5,"Muy recomendablePersonal suficiente para atender a todos los pasajeros. Barco cómodo, interior cuidado y limpio. Camarotes perfectos. Sin esperas por falta de personal."
33,3,Muy mala atención del personal de…Muy mala atención del personal de restauración con mucha desidia.Luces a pleno rendimiento durante las horas de sueño dificiltandonel descanso de los pasajeros.Falta de previsión de productos en el deck 5 justo antes de empezar el trayecto
34,1,Cuando pagas por una zona VIP esperas…Cuando pagas por una zona VIP esperas mas servicios y menos okupas con perros
35,4,"Organizado y comodoTodo muy ordenado a la hora de entrar y salir con vehículo. Butacas comodas. Menos en la zona de butacas Neptuno que hacia frio, la temperatura adecuada. Y personal correcto, marcando de nuevo la actitud de la señorita con la que volvimos a Mallorca ayer noche."
36,4,"Fue fácil y sin incidenciasFue fácil y sin incidencias. Todo muy profesional. El único pero que pondría, al embarcar en coche, es que embarcas con una antelación excesiva 1:30h antes de zarpar."
37,2,La comidaTardamos demasiado tiempo en subir al barco y la espera se hace larguísima . Se podría subir antes . Y no estar una hora larga esperando
38,1,"Mentiras.Por ser nuevo me dais la condición de aplicar el descuento CLUB15 y luego me ponéis la excusa de que no quedan billetes, pero si quito el descuento si que hay billetes. Si no queréis aplicar el descuento no lo tenéis que ofertar y punto, pero no engañar al consumidor."
39,5,"¿Porqué viajar en avión teniendo a Balearia?El personal genial, muy ateno y amable en todo momento. Si mantenéis unos precios moderados y ofertas puntuales que fomenten el uso de vuestras embarcaciones, ¿para qué utilizar el avión, y alquilar un vehículo posteriormente?- La comodidad de viajar con Balearia, no tiene color. ¡Felicidades!"
40,5,"Faltan mesas en asientos zona VIP + nueva terminal de Barcelona muy alejadaEn la zona VIP ahora los asientos no tienen mesa, con lo cual es muy incómodo trabajar durante la travesía.Y la nueva terminal de Barcelona lejos de la estación de metro hace que la experiencia de embarque y desembarque ahora sea lenta e incómoda, cosa que no esperamos de un fast ferry."
41,4,"Puntual y eficazEl barco estaba bien cuidado, los baños muy limpios cosa a apreciar bastante. Salimos antes de tiempo y llegamos 20 minutos antes.Creo que deberían dejar entrar a los familiares en coche, al final el que va de acompañante tiene que quedarse esperando solo mucho rato y pasar por toda la cola."
42,4,Mejor de lo que esperaba.Había leído comentarios negativos que no aplican en mi caso. Embarque y desembarque en coche muy bien organizado. Zona VIP impecable y confortable.
43,5,"Buen buque y buen servicioBuen buque y buen servicio. Mejoraría solamente que los asientos fueran un poco más reclinables y hergonómicos. En otros buques, la butaca Neptuno es más cómoda."
44,1,"Una vergüenzaHicimos un trayecto de Valencia a Palma de Mallorca. Teníamos reservadas unas butacas preferentes para poder descansar durante el trayecto nocturno.Sin dar ninguna explicación y sin previo aviso, nos cambiaron a unas butacas de categoría inferior en las que era absolutamente imposible moverse con un mínimo de comodidad, en una sala absolutamente abarrotada en la que, además, tuvimos que pelearnos con otros pasajeros que tenían el mimo número de butaca que nosotros, lo que provocó una situación tremendamente tensa.Estas circunstancias hicieron que no pudiésemos descansar ni un momento y pasásemos las 8 horas de trayecto en la más absoluta incomodidad. Tampoco se podía disfrutar de la cafetería porque todos los asientos disponibles estaban llenos de pasajeros intentando dormir allí porque lea habían cambiado sus butacas por un asiento en la cafetería. Una vergüenza.Jamás pensé que una compañía como Balearia llevara a sus pasajeros en unas condiciones tan deplorables."
45,4,"Todo muy bien salvo la temperatura del…Todo muy bien salvo la temperatura del aire acondicionado, que en una sala no iba y en la otra estaba demasiado fría."
46,5,"Siempre todo bien,pero a los…Siempre todo bien,pero a los trabajadores de bodega tendriais que decirles que no fueran tan tensos."
47,5,"Estupendo para ir con el coche y toda la familia…Estupendo para viajar con el coche y toda la familia, simplemente vigilar la previsión de olas si sois propensos a mareos."
48,4,"Buen viajeNosotros fuimos un día en el que había mucha gente, hubo un problema y se asignaron los sillones a varias personas,  pero en todo momento fuimos ayudados, nos dieron una solución y pudimos ir todos juntos, sobre todo porque viajaba con mis tres hijos, he de decir que las personas a bordo siempre nos intentaban ayudar y estaban atentos en todo. Gracias"
49,3,Calidad de 3 estrellas cuando se ofrece 5Baños muy sucios. Algunos miembros del staff con exceso de confianza hacia los pasajeros. Calidad de los productos que se ofrecian en el salón VIP muy pésima
50,5,"Puntualidad, Servicio y Confort de 10La puntualidad del trayecto tanto a la ida como a la vuelta, la operativa de embarque en bodega y pasaje. El personal a bordo y el buque en general, no tienen puntos negativos. ¡Una experiencia maravillosa!Gracias"
51,1,El peor barco  que puedes viajarEl peor barco  que puedes viajarLlevamos 3 horas de retrasoNunca jamás viajaré en esta compañía
52,2,"El aire acondicionado está demasiado frioEl aire acondicionado está demasiado frío y encendido toda la noche, eso dificulta el poder dormir ya que realmente se pasa mucho frío"
53,5,"Embarque muy rápido con motoEmbarque muy rápido con moto, viaje rápido, cómodo y plácido. Desembarque aún más rápido y en total menos tiempo que ir en avión."
54,3,La comodidad del servicio y la…La comodidad del servicio y la puntualidad es un factor positivo.Los baños quizás no están suficientemente rotulados.Algunos aspectos del mantenimiento de las butacas y del aire acondicionado desmerecen la experiencia.
55,5,"Es súper cómodo viajar en BarcoEs súper cómodo viajar en Barco. Además lo prefiero al avión en esta ruta. El avión con la espera previa, los controles eternos, el aeropuerto lejos de la ciudad que requiere de transporte para ir al puerto ….El barco al final es más rápido ya que el tiempo total invertido es menor y con muchísimo menos estrés"
56,5,"Personal muy, muy amable, sonriente, feliz y cariñoso. Da gusto ser tratado así!! Gracias a todos!!Lo tienen todo muy bien pensado y estructurado pero el personal, su calor humano y amabilidad hacen que viajar con Balearia sea una experiencia ÚNICA. Son adorables todos y cada uno de ellos. No se como lo han conseguido pero son magníficos en el trato con el cliente."
57,4,"Bastante recomendableEl trato del personal ha sido en todo momento excelente, la limpieza perfecta e intacta. Aunque se podría poner algo más de entretenimiento."
58,4,"Buena compañiaIbamos con coche y nos costó encontrar el sitio donde debiamos ir en el puerto de Barcelona, aunque eso no es culpa de Balearia. Los accesos desde la bodega al ascensor para ir a cubierta no estan diseñados para pasajeros, no hay un camino seguro y bien delimitado, aunque eso pasa con todas las navieras. El acceso al camarote muy moderno y cómodo. En recepción nos dieron un papel con un QR para abrir el camarote. Dentro es espacioso y limpio. Me gusta que Balearia ofrezca la opción de camarote exterior (pagando) o no. No utilicé los servicios de restaurante o cafeteria. No hay suficiente sitio para sentarse en el exterior. Y lo peor es la hora de llegada. A las 5.30h. A las 4,40h ya estan picando a la puerta para que te despiertes. Los puntos negativos suelen ser comunes a otras navieras que utilizo para ir de Barna a Palma. Y tampoco me gusta que la vuelta, Palma-Barcelona la tenga que hacer siempre de dia. No hay barcos nocturnos y pierdes todo el dia en el barco. En general Balearia está bien"
59,4,"Buen viajeBuen viaje, tranquilo,limpio y buen trato por parte personal de bodega y restauracion."
60,3,"No contratéis el pack d e internet no…No contratéis el pack d e internet no sirve para nada, la comida muy poco saludable Telepizza o bocadillos, ni una ensalada ni fruta."
61,5,"Te envían los billetes al whatsappTe envían los billetes al whatsapp, está bien indicado. Es rápida tanto la entradacomo la salida con vehículo.Es la segunda vez que viajo con Balearia y lo que me confundió esta vez es lo del check in.No esnecesario.Hace un poco de calor abordo pero por lo demás la experiencia esmuybuena"
62,5,"Buque limpio y cómodo. RecomendableBuque limpio y cómodo, la tripulación muy atenta. En general todo muy bien, exceptuando que en los bares carecían de muchos productos de la carta.Viaje cómodo y recomendable."
63,4,"Problema con la reserva del billeteOcurrió un problema con mi billete y el personal telefónico conseguí ayudarme y resolvió todo , una llamada de 40 minutos , el hombre era muy gentil y cualificado"
64,3,El café era agua.El café era agua.El croissant no estaba bueno seco y con poco chocolate. Los baños no se podía entrar y había alguno atascado.
65,5,"Un camarote muy espaciosoUn camarote muy espacioso, con aire acondiciondo y una cama muy grande. Todo muy limpio"
66,5,"A Bordo con BaleariaSe viaja tranquilo, con el mayor Confort, buena Atencion del Personal y es un Barco muy limpio."
67,5,"Muy buena organizaciónMuy buena organización. El sistema de wassap excelente para obtener tarjetas de embarque y llave camarote.El animador muy bueno, excelente, hizo magia"
68,5,"Tu do 👍La calidad,el préciosité es adecuado y el respeto por el tiempo y el tratamiento aqui,muchas gracias 🙂"
69,4,"Muy buena experienciaLa experiencia fue muy buena. El personal amable, la comida rica y abundante, las butacas cómodas. Viajar en la cafeteria no tan cómodo, pero no tuve opción.Tuvo un retraso importante en el buque de ida, y por ello no fue excelente. Viaje con mi mascota y fue una muy buena experiencia."
70,5,"Viene satisfechoMuy buen el viaje muy relajado todo, el único problema era que no había habitaciones para reservar y hemos tenido molestias al dormir."
71,4,Todo bienLo mejor es que los operarios tienen paciencia con los pasajeros y los tratan con respeto
72,5,"Excelente viajeMuy buena calidad de los asientos y salón interior, excelente gestión de en la reserva de billetes y excelente organización para acceder con el coche."
73,4,DescansoLas luces podrian bajar de intensidad para poder dormir mejor.
74,4,"Compartimiento incorrectoEl viaje de Ida a Ibiza fue correcto pero el viaje de regreso a Barcelona hubieron situaciones no tan agradables, ciertas persona de la tripulacion vestidas con ropa y calzado de trabajo fueron a la cubierta de la piscina paseándose en la zona donde tanto niños como adultos van descalzos. Después esa misma tripulación con bañadores utilizaron la picina con cierta actitud prepotente como si fuese de su propiedad, con el resultado de incomodad para los pasajeros."
75,5,Buena organización y cumplimiento de horariosBuena organización y agilidad del personal hace que se cumplan horarios. Servicio bueno y eficiente.
76,5,"Trato excelente del personal,barco muy…Trato excelente del personal,barco muy limpio y travesía muy agradable"
77,5,"Fue una buena experienciaFue una buena experiencia, salió en hora, incluso un poco antes y toda la gestión de embarque y desembarque fue rápida y correcta.Muy buen trayecto"
78,5,Muy buena experiencia para ser la…Muy buena experiencia para ser la primera vez en desplazarme con coche y caravana hacia Menorca repetiremos seguro!!!!
79,4,Se puede mejorar másPara mejorar más ▪︎Precios▪︎Tiempo de espera▪︎Organización ▪︎Servicios de salud emergencias...
80,5,A ultimo momento compre billete y muy…A ultimo momento compre billete y muy profesional i agradable atendido!!!Un 10 para el equipo!
81,5,"Viaje perfecto 👌Viaje perfecto 👌. Puntualidad, Limpieza, Acomodación rápida y ágil, sobre todo por los servicios digitalizados. 0 papel 📄. Viaje en familia 👪 con coche 🚙 incluido a un precio razonable."
82,4,Todo fue bien y el personal muy…Todo fue bien y el personal muy correcto buena atención y viaje agradable yo viaje con mis dos niños y muy contentos.
83,3,ValoraciónValoro positivamente la limpieza y el estado del barco. Negativamente la comodidad del camarote. Muy pequeño y las literas muy cerca del techo.
84,5,"100% RecomendadoMe pareció una experiencia muy agradable, nos sentimos seguros, personal a bordo muy profesional, educado, amable y con buena presencia. Lo recomendaría a mis amigos y familiares."
85,4,"Buenas tardes,ya van 3 viajes de ida y…Buenas tardes,ya van 3 viajes de ida y vuelta y siempre tenemos el problema de los niños con la falta de respeto hacia los que quieren descansar,( salon neptuno) por eso les comento que se podrian separar adultos con niños de adultos sin niños,gracias"
86,5,"100% RecomendableTodo estupendo para un trayecto agradable, he viajado con otras compañías en diferentes años pero prefiero Balearia!!!!"
87,4,Porque todo funcionó  y tanto el trato…Porque todo funcionó  y tanto el trato como en general fue bien
88,4,"Subir abrigados al barco!!!!!!El viaje fue rápido y sin incidencias, pero pasamos muchísimo frío, el aire acondicionado estaba altisimo"
89,4,Por la butaca y el buque en general que…Por la butaca y el buque en general que era muy estable
90,5,"Fue un viaje tranquilo de nocheFue un viaje tranquilo de noche, acabábamos de llegar destrozados con problemas en el aeropuerto y tuvimos 40min de descanso.Estuvimos muy bien, seguramente repetiremos."
91,4,"Viaje agradablePositivo: Duración del viaje correcta y comodidad de los asientos.Negativo: precio y escasa oferta de retaurante, incluso varios productos agotados"
92,5,El buque es magnífico y el servicio y…El buque es magnífico y el servicio y la atención dentro de él estupendo
93,4,Puntual y cómodoMe ha gustado el ferry por su  puntualidad y  comodidad de los asientos
94,4,En general bien pero en la terraza del…En general bien pero en la terraza del barco un grupo de pasajeros montó una fiesta y molestaban y nadie les dijo nada porque eran viajeros frecuentes
95,3,"Todo bien pero con maticesTodo bien, salvo que deberian bajar el nivel de luz en las salas para poder dormir, además deberian cambiar la ubicacion de la zona de perros porque está justo encima del salon de butacas neptuno y no hay quien duerma con los ladridos, y la temperatura está muy baja, hace mucho frio para dormir y por las mantas cobran 5 euros parece que lo hacen aposta."
96,4,Rápido y con el cocheRápido y con el coche. Hubo marejada y el personal estuvo atento en todo momento.
97,5,Viaje con mi madre que tiene una…Viaje con mi madre que tiene una discapacidad y el personal muy amable y atentos. El barco muy nuevo. Sin duda repetiremos.
98,5,"TODO MUY CORRECTOTodo correcto.Embarque, viaje y desembarque.Les animo a que sigan en esa línea."
99,4,"Fue buena por la comodidadFue buena por la comodidad, personal, limpieza. Sin embargo, las llegadas y salidas del ferry son muy lentas. En la ida tardamos 1 hora y en la vuelta 20 minutos."
100,5,"El buque bahama mamá muy bienEl buque bahama mamá muy bien, el personal como siempre gentil. Las pegas como siempre  la limpieza de los baños"
101,4,"Muy puntuales para salirMuy puntuales para salir, incluso llegamos un poco antes de lo previsto."
102,5,"El personal muy atentoEl personal muy atento, para mi muy importante. Sola la falta de wiffi perturbo el viaje."
103,4,"El personal es muy atentoEl personal es muy atento, agradable y profesional"
104,5,Todo muy correctoTodo muy correcto desde las personas que te atienden en el parking para los billetes como los tripulantes a bordo una genial experiencia sin duda merece la pena el trayecto de 4h de barcelona a menorca
105,4,Bien BaleariaBien la info digital que llegaba al móvil vía app.Faltó botella de agua en el camarote
106,4,"El viaje bienEl viaje bien , el personal amable y el barco limpio. Pero las 9 horas de travesía son excesivas. En nuestro caso 10 horas.Es necesario un fast ferry a Barcelona, aunque sea más caro. El tiempo es oro y este barco va muy lento.Gracias."
107,4,"Todos muy amablesTodos muy amables y bastante cómodo, pero hacía bastante frío"
108,5,"ConfortableConfortable, las butacas buena temperatura en los salones, y buena limpieza"
109,5,El buque es muy cómodoEl buque es muy cómodo. El personal es muy agradable y resolutivo frente a alguna incidencia.
110,5,"Confío en BaleariaPorque ha sido como siempre, agradable y sin sorpresas que te malogren el trayecto."
111,4,Muy rápido todoMuy rápido todo. En general muy bien la experiencia.
112,5,Por el comfort y comodidad del navio.
113,5,Personal muy amable y siempre a…Personal muy amable y siempre a disposicion
114,4,Barco bueno en general y buen trato…Barco bueno en general y buen trato pero baja calidad de la comida del bar
115,5,"Todo genialTodo genial, pero en butaca habia gente que ocupaba tu butaca si no estabas"
116,4,AgradableAgradable. El regresso foe muy lento porque tomamos o barco mayor
117,5,"Buena experienciaBuena experiencia, sin duda vuelvo a repetir!!"
118,4,"Muy agradable el viajeMuy agradable el viaje, ningún contratiempo"
119,5,"Personal excelente…La resolucion que me dieron con el incidente que tuve con el acomodo dela butaca expuesto anteriormente, el personal de recepción un 10"
120,4,Repetiré con baleariaFui muy agusto y rapido la llàstima es que solo el rapido funciona pocos dias al año
121,3,La limpieza y el tiempo de espera para…La limpieza y el tiempo de espera para embarcar
122,5,FabulosoFabuloso. Por fin nos tratan como personas.
123,5,Muy buena experiencia. Muy recomendable.Me pareció genial viajar en ferry y sobre todo con el coche. El precio muy bien. El ferry impecable.  Muy buena atención de todo el mundo en general.
124,5,Calidad 10Es puntual . Son buenos profesionales y la atención y los servicios son acordes con lo que se ofrece .
125,5,"Muy contento con el viajeMuy contento con el viaje, trato y servicio. Lavabos muy limpios."
126,5,"Mi experiencia fue buenísimaMi experiencia fue buena, desde el minuto uno que puse el pie en el barco,todo absolutamente todo,tengo que recalcar que el personal es de lo más agradable,te hacen todo sea fácil y las estancias limpias no lo siguiente, super limpias,todo fue para mí muy muy agradable y relajante"
127,5,"Embarque facil y eficienteEmbarque facil y eficiente, personal atento y amable, barco limpio"
128,5,La travesía ha sido perfecta
129,5,Buena experienciaMuy buena experiencia en elBarco. Las butacas muy cómodas. Todo en un buen ambiente.
130,4,Fue buena por que todos fueron muy…Fue buena por que todos fueron muy amables y hubo muy buen servicio
131,5,Consideró más que aceptable la relación…Consideró más que aceptable la relación calidad precio que ofrecéis
132,5,El personal siempre atento a las…El personal siempre atento a las necesidades del cliente
133,5,La atención inmejorable de principio a…La atención inmejorable de principio a fin. La documentación entregada al momento.
134,5,"La acomodación fue genialLa acomodación fue genial, las butacas muy cómodas, puntualidad."
135,4,Puntualidad y buen servicio
136,4,"Viaje con olor a pies.Lo de siempre, pasajeros que se descalzan, huele todo a pies y no se les dice nada."
137,4,"Viaje muy agradableViaje muy agradable y entretenido,salvo una pequeña incidencia con el equipaje, pero todo correcto."
138,5,todo muy bientodo salió tal cual estaba programado
139,4,"No tuvimos ningún problemaNo tuvimos ningún problema, todo fue como estaba previsyo"
140,5,Muy rápido y cómodo
141,5,Siempre viajamos muy Agustí y sin…Siempre viajamos muy Agustí y sin problemas con Balearia
142,5,Muy buena experiencia
143,5,Muy cómodoMuy cómodo. Muy rápido el embarque y desembarque. Muy limpio
144,3,La policia española como siempre…La policia española como siempre discriminatoria hacia la juventud alternativa
145,5,Rápido y con un trato excelente
146,5,"Todo limpioTodo limpio, fresco y el personal muy amable"
147,5,Buena travesía aunque la temperatura…Buena travesía aunque la temperatura tan baja es para hacérselo mirar
148,4,Mejorar self servisPorque nomalmente viajo en Balearia
149,5,PerfectaUn viaje estupendo
150,5,Porque todo ha sido como tiene que ser.
151,4,Ibiza-barcelonaBuena a excepto de la llegada a Barcelona
152,5,Personal muy amablePersonal muy amable. Butacas muy muy comodas.
153,4,Mejora transporte animalesBuena atención y en general bien.
154,5,"Buenas barcosBuenas barcos, y puntualidad y servicios"
155,5,Todo se hizo muy ameno Gracias al…Todo se hizo muy ameno Gracias al personal a bordo
156,5,Viaje súper rápido y agradable
157,5,Comodo y agradable
158,5,Fue un viaje rápido y puntual
159,3,Mucho calor en la zona de sillas sirena
160,4,Volvere a viajar con baleariTodo correcto. No esperaba más.
161,5,Comodidad y atención
162,5,Viaje cómodo y rápido
163,4,Bon viaje y rapido
164,5,Una travesía magníficaUna travesía magnífica. Personal amable y servicios perfectos.
165,4,Ya comentado.
166,5,"Todo bienTodo bien, viaje tranquilo."
167,4,Buena viaje como siempre
168,4,BuenaAmabilidad y profesionalidad
169,5,Muy bueno equipo y servicio.
170,3,Lo que he comentado anteriormente.
171,4,La atencion del personal
172,5,"Todo en general muy bien.Todo en general muy bien.. instalaciones, limpieza,organizacion"
173,4,A parte de lo de mi mascota el resto…A parte de lo de mi mascota el resto fue perfecto
174,5,"Puntualidad, buen servicio, vomodudad, rapidez.Puntualidad, buen servicio, vomodudad, rapidez. Una buena compañía"
175,5,"BuenaBuen trato, buen barco. Un poco de retraso"
176,5,TODO RAPIDO Y SEGURO
177,4,CorrectoTodo correcto
178,5,La app no esta a la altiraTodo correcto
179,5,Todo perfecto
180,5,CeutaPues todo fue como lo debido y lo que imagine. Muy bien
181,5,Muy práctico y claro
182,5,Servicio rápido y eficaz
183,4,Correcto viajeEn general bien
184,5,Todo bien y perfecto
185,4,"Desplazamiento corto Ibiza-FormenteraDesplazamiento corto Ibiza-Formentera, buque muy cómodo en líneas generales."
186,5,Viaje muy recomendable
187,4,"CorrectoSin comentariosSin comentarios, todo perfecto"
188,5,Comodidad y servicios
189,5,"El tratoEl trato,  la limpieza"
190,5,BuenaBuena y mejor esta muy bien
191,5,Me gustó .Me gustó .. fue rápido
192,5,Todo fenomenal!
193,5,Genial experiencia.
194,5,todo muy bien
195,5,todo bien a bordo
196,5,Muy recomendable
