,Estrellas,Reseñas
10,1,"TRAVELGENIO NO RESPONDEBuenas tardes , quiero reprogramar mi vuelo desde hace un par de meses , Estoy intentando comunicarme con travelgenio y su web está deshabilitada , es IMPOSIBLE tener comunicación con ellos ."
11,1,"Reserva no encontrada en la AerolineaBuenas noches Recibi un correo donde informaban lo siguiente""Estimado cliente,Lamentablemente, el jueves 15 de diciembre de 2022, Otravo se vio forzada a dejar de vender billetes. Posteriormente, el miércoles 21 de diciembre del 2022, Otravo se declaró en quiebra.Debido a la quiebra, nuestro centro de atención al cliente ya no está disponible"".Busco la reserva en la pagina de la Aerolinea sin encontrar resultados, requiero que un asesor de esta empresa se comunique conmigo para darme una respuesta de los tiquetes adquiridos para Marzo de 2023."
12,1,"Travelgenio estafadorDicen que ponga en contacto a su supuesto correo de atención a clientes y les sigue valiendo un pepino , las aerolineas me han dicho que solo puede arreglarlo su gran y estafadora agencia Travelgenio me dicen que ni siquiera han pasado el pago que les corresponde a estas mismas , mi vuelo se suponía que era el 8 de agosto y gracias a que no han resuelto nada no voy a poder viajar ya que ofrecen un boleto con una escala y cuando pagas te dicen que hay mas escalas y en USA cuando yo no tengo visa , porfavor devuelvanme mi dinero ."
13,1,"Maleta de mano NO incluidaCompré billetes para ir a Polonia donde ponía que incluía la maleta de mano. Cuando entro en la app de la aerolínea para hacer el chek in me pone que no tengo ninguna maleta comprada. Tuve que pagar de más por la maleta en la ida y en la vuelta. Si lo sé me hubiera salido más barato por otro lado. Deje un correo explicando lo que me había pasado y su respuesta fue: ""Durante el proceso de reserva le fue informado que se incluida equipaje de mano. Lamentamos la confusion pero la informacion fue dada.""La mochila/bolso siempre es gratuito. La maleta de mano ya no, yo no interpreto que con equipaje de mano signifique mochila debajo del asiento..."
14,1,"En Noviembre de 2021 tenía un vuelo y…En Noviembre de 2021 tenía un vuelo y me lo cancelaron. Desde entonces estoy esperando el reembolso y que alguien se ponga en contacto conmigo. Por más que escribo, no recibo respuesta. Hasta en MyTrips ya no aparece ni el proceso. ¡POR FAVOR! Necesito urgentemente respuesta y el reembolso. Acabo de volver a mandar un mail reclamándolo."
15,5,"Atención al cambio de reservaTengo el código de reserva 22249617, recibí un correo donde se indica que la Aerolínea hizo un cambio de programación, por lo que se me adelanta el vuelo 1 día y luego tengo una escala de 20 horas. He realizado el ticket de soporte con Travelgenio, para el cambio de mi reserva, pero no recibo respuesta todavía. Por favor, su"
16,1,"ESTAFAESTAFA! NO COMPREN VUELOS A ESTA EMPRESA.COMPRÉ LOS BILLETES E INCLUI LOS SERVICIOS ESPECIALES POR CADA PASAJERO PARA EL EQUIPAJE EN BODEGA Y EN LA RESERVA DE LA AEROLÍNEA FIGURA SIN EQUIPAJE EN BODEGA,PERO ELLOS SI ME LO COBRARON Y NO HAY MANERA DE COMUNICARSE CON ELLOS POR TELEFONO. SOLO POR MAIL CON RESPUESTAS ABSURDAS. REPITO NO COMPREN BILLETES A ESTA EMPRESA PORQUE ROBAN TU DINERO. Localizador de reserva Nro 20865477"
17,1,"EstafadoresCompre un pasaje de mas de 1000 dolares USd desde Auckland a Santiago de Chile El dia 28 de Noviembre para El dia 24 de diciembre con la opcion de cambio y devolucion del mismo. A lo cual ESTA El dia de hoy, a pesar de enviarles reiterados Correos y tratar de contactarlos, me reenvian un enlace que no funciona donde senalan que ahi se puede cambiar la fecha u gestionar la devolucion. Son Unos estafadores"
18,1,Esta empresa pone direcciones falsas en Bogota .y no responde a los correos .cuidado son muy trampososBuenos días por favor necesito comunicarme urgente .estoy con COVID y tengo una reserva con localizador 22229887 para viajar a san Antonio Texas el 1 de diciembre el vuelo  por Aeromejico con reserva JBWRGP.pero allí dicen que no existe.por favor solicito reembolso de la compra.o una solución pronta pues por enfermedad no podemos viajar con mi esposa.
19,1,"Pesimo servico para hacer un cambio de vueloContacte a la agencia para hacer un cambio de vuelo siendo que había comprado un boleto flexible y llevo mas de tres semanas sin respuesta. Vuelo con 6 personas mas que tuvieron la suerte de no contratar con esta pesima agencia y les resolvieron el mismo día de su llamada, no entiendo porque tarda tanta la respuesta. Mi vuelo es a Qatar para el mundial y con la alta demanda cada que pasa el tiempo suben los precios. Estoy desesperado porque nadie contesta ni atiende la solicitud. Espero que alguien pueda ayudarmeLocalizador de reserva: 19751216"
20,1,"Cambiar fecha de vuelo URGENTECambiar fecha de vuelo.Esto hace dos días intentado contactarlos para cambio de vuelos y al igual que todos los presente en el block, su  servicio es pésimo.Necesito aplazar la fecha de vuelo de febrero para abrilLOCALIZADOR DE RESERVA ES: 21896042Necesito que me contacten a la brevedad o responda mi mail  Carolina Espejo"
21,1,"Estafadores!Estafadores! Aconsejo no compren atrevéis esta agencia no te gestiona nada solo quieren vender . compré dos billetes día 9 de octubre 2022 resulta que había error en el nombre y apellido del pasajero día16 foi solicitado para corregir, ellos deran la larga prometiendo que iba solucionar afinal el pasajero no pudo embarcar y la travelgenio salió con la suya mais una víctima ."
22,5,"Ayuda por favorHola buen dia, solicito ayuda para que me contacte, necesito cancelar o modificar mi vuelo que es el 28/12 y no consigo contactarles, tampoco me función la web.Por favor su ayuda soy Norma Alvarez Tu localizador de reserva es: 22216073."
23,1,"Problemas con una reservaTengo un vuelo programado para Colombia desde España para el 21 de enero, he recibido un mail de cancelación de vuelo de avianca supuestamente por inconsistencias con el pago. Ya he hablado con mi banco y el dinero se debitó de mi cuenta pero travelgenio lo tiene bloqueado.Necesito que el dinero llegue a avianca lo más pronto posible para que yo pueda viajar."
24,1,FRAUDEMUCHO CUIDADO CON ESTA AGENCIA.Compré un vuelo que fue cancelado y llevo más de 4 meses contactándolos por todos los medios posibles tratando de que me devuelvan mi dinero sin ninguna respuesta. SIMPLEMENTE ME HAN ROBADOES UN FRAUDE TOTAL
25,1,"AYUDA: LUNA DE MIEL EN PELIGRO!!!!URGENTE!!!!Hola. Compré pasajes para mi luna de miel para viajar el día siguiente de mi matrimonio en la noche. La aerolínea cambió mis pasajes a ese día en la mañana temprano, lo que me complica enormemente ya que tendré que irme de mi fiesta de matrimonio para llegar al aeropuerto con anticipación. Hablé con la aerolínea y me dijeron que para cambiar mis pasajes debo hacerlo a través de Travelgenio. Sin embargo, estos no responden mis mails y ya se va acercando la fecha de mi matrimonio. Pésima atención al cliente, me sumo a todas las víctimas de Travelgenio."
26,5,"Málaga - Lisboa - Nueva YorkReservé mis vuelos Málaga - Lisboa - Nueva York con 5 meses de antelación sin leer los comentarios y cuando los leí entré en pánico. Me puse en contacto con ellos en múltiples ocasiones y siempre me respondieron en el plazo máximo de un día. Las maletas las compré a través de la aerolínea que también contacté con ellos para saber que todo estaba en orden. Dos semanas antes nos retrasaron uno de los vuelos 15 minutos y lo avisaron por correo, yo no tenía problema con ese cambio por lo que no tuve que hacer nada.El día del vuelo todo fue bien, llegué a mi destino y luego pude volver también sin problemas.La verdad es que no tengo nada malo que decir de ellos."
27,1,"Compra de tiquetesHola tengo una compra pero al momento de verificar en air malta no parece ni carga nada de la reserva de viaje, necesito saber si la reserva esta echa o que paso, en mi correo llegaron dos veces dos códigos de reservas diferentes el porque no se. necesito un respuesta. Mi numero de localizador 22093540"
28,1,"ME DESCONTARON EL DINERO DE MI TARJETA Y NO ESTA LA RESERVA NI EL BOLETOBuenas tardes por favor ayer 1 de diciembre , compre unos tiquetes para lima el valor se descontó de la tarjeta y no llego reserva ni co fir.acuon de nada NECESITO MI DEVOLUCION DEL DINERO POR QUE NECESITO VIAJAR. LLAMO Y NO RESPONDEN NO JUEGEN NO ABUSEN DE LAS PERSONAS GRACAIS LA RESERVA ES 22308001"
29,1,"Hola buenos diasHola, compre un pasaje con ustedes  y resulta que me llegó el billete electrónico de Travelgenio con localizador de reserva. Está pagado y se efectuó la transacción. Introduzco en la la sección de mis viajes de la aerolínea AZUL con el apellido del pasajero tal como se compró y me sale ""tu viaje esta pendiente de pago"". He hablado con la conpania AZUL y me dicen no habeis hecho el pago. Me dieron esta direcion de email jboe -travelgenio.com para que me ponga en contacto con vosotrsos pero bo he tenido respuestas. Por favor necesito una resolucion porque pronto viajo."
30,1,"Me siento estafado.He reservado 3 vuelos Valencia-Cairo incluyendo dos maletas de equipaje facturadas tanto en el vuelo de ida como en el de vuelta. Una vez recibo la confirmación del vuelo, después del pago, veo que no me aparecen las maletas facturadas en el vuelo de vuelta. Llamo por teléfono y no me dan ninguna solución salvo que vuelva a contratarlas con el incremento de precio que supondría. Me siento estafado."
31,1,"no devuelven el rembolso íntegro 20264246Compré un billete, la aerolínea canceló el vuelo y pedí reembolso. Según Travelgenio tardan entre 12-14 semanas en devolverlo. Tras llamar y solicitarlo me dijeron que la devolución la harían del 100%, incluido el seguro que contraté. Tras más de 10 llamadas, infinitos emails y  4 meses de espera he recibido un 70% del billete y no contestan a mis emails. Es desesperante y atención nula, la última vez que llamé tuve que colgar porque la empleada Martina no paraba de gritarme. Una experiencia que no le deseo a nadie. Son muy poco profesionales. Número de reserva: 20264246"
32,2,"No hay claridad en los pagosAgradezco su pronta respuesta y en aras de calificar sus servicios con más estrellas, les informo que mi localizador de reserva es 21403509 y 21403848. Yo hice la compra de equipaje adicional, necesito una factura de compra con el detalle de lo que pagué o que me den la opción de facturar mi equipaje, estos trámites con las aerolíneas suelen ser más costosas que los mismos tickets. En busca de mejorar sus servicios deberían contar con personal 24 horas que tenga una comunicación efectiva para sus clientes y no tener que recurrir a estos medios. Feliz día"
33,1,"Modificación VueloHe estado tratando de modificar la fecha de mi vuelo, la página no sirve en absoluto y no responden mis emails! Necesito modificar urgente la fecha, necesito solución por favor!!!!!! Mejor comprar pasajes con Aerolíneas que con agencias como esta, un lío total!"
34,1,"empresa muy peligrosaempresa muy peligrosa, atraen a su web con falsos precios y luego justo cuando autorizas la transación en l atarjeta llega un importe superior, si no te das cuenta... ¡ya está conseguida la estafa! en nuestro caso nos estafaron 230 €. Ruego tengan muchísimo cuidado si es que operan con ella"
35,1,"Correo cancelando vueloBuenos días,He recibido un correo de cust.serv @ travelgenio .com diciendome que mi vuelo Cartagena-Madrid ha sido cancelado. Me pongo en contacto con la aerolínea Plus Ultra, y me comunican que el vuelo sigue con total normalidad. No encuentro ninguna manera de ponerme en contacto con Travelgenio para saber el motivo de este correo. ¿Podrían ayudarme?"
36,1,"Compré un tiquete Cali BogotáCompré un tiquete Cali Bogotá. El número de reserva está errado, no aparece en la Aerolínea Latam y viajo la próxima semana. No me responden en las líneas de atención ni al correo electrónico.Necesito ayuda urgente con el código de reserva real. Gracias."
37,1,Corrección de nombre en ticket sin respuestaHe intentado desde hace 2 semanas hacer un cambio de nombre en mi ticket y no me contestan por correo. Marque a la aerolínea en ESPAÑA (siendo yo de la CDMX) para solicitar apoyo y me piden que contacte primero a la agencia con la que hice la compra. La fecha de mi vuelo ya se acerca y no tengo respuesta ni en su página y en sus miles de correos que envían en donde todos te llevan a las FAQs y sin solución.
38,1,"Equipaje facturado pagado y que no figura en mi reserva con la aerolíneaHola!Hice una reserva reciente a través de Travelgenio. Me llegó el billete electrónico en el tiempo indicado y hasta ahí todo bien.Sin embargo, al revisar lo que incluye mi vuelo directamente en la web de AEROMÉXICO, se me indica que no tengo maleta facturada, cuando al momento de realizar la compra marqué dicha opción.Esto no es todo, al revisar mi facturación en el banco, me arroja un monto por casi 100USD al que se me había indicado y con el cual yo pagué.¿Travelgenio tiene canales de comunicación para solucionar estas dudas?Gracias"
39,1,"Es un problema establecer comunicación…Es un problema establecer comunicación con ustedes. No hay indicaciones certeras de cómo los usuarios deben comunicarse. Tengo problemas con la reserva, y el sistema no permite el cambio de correo.Pésima gestión del sitio. Envié un correo a atencionalcliente2travelgenio.com, se ha marcado a la línea 6012666252 y sin respuesta alguna.Urgente, la reserva está para el sábado 17 y cobro debitado o devolución de dinero.El localizador de compra es : 22363326, nombre del pasajero Helda Cardenas. El email registrado es eldacardenaspolo2gmail.com, sin embargo, a este email no se ha recibido información alguna. Solicitamos cambiar al correo heldacardenaspolo2gmail.com.Nota: debido a que el sistema no permite digitar correos, el 2 cambiar por arroba...Agradecemos su oportuna gestión"
40,1,"queja- reclamoBuenos días. necesito contactarme con ustedes, ya que compre dos vuelos para asunción Paraguay y reviso la reserva en la aerolínea y no hay ningún tiquete con mis datos o los de mi compañero. Necesito respuesta lo mas pronto de como comunicarme con ustedes para saber que pasa con mis tiquetes."
41,3,"HolaHola, hice una reserva de asuncion a México y al ingresar a Mytrips me aparecen dos reservas , una confirmada y otra en estado de pendiente el pago... la reserva de pendiente no había pasado el cobro pero sigue apareciendo en mis reservas. Que tengo que hacer para que desaparezca esa reserva pendiente y no se efectúe el cobro. Gracias"
42,1,Imposible comunicarseCompre un ticket para viajar Buenos Aires-Miami pero tuve que  cancelar mi viaje por enfermedad. Lamentablemente desde hace dos meses que intento comunicarme con Travelgenio para tramitar el reembolso y es imposible. Todas los intentos desde su pagina web fueron infructuosos y no brindan un e- mail o telefono donde comunicarse.
43,1,"TRAVELGENIOTRAVELGENIO, es una agencia de viajes con personal descortés, grosero y mentiroso.  Tengo pendiente dos boletos a Canadá que me fueron cancelados en 2020 a consecuencia de la pandemia. Me dieron dos años para poder utilizarlos, a la fecha no he recibido mis boletos, ni una respuesta, yo soy la que tengo que estar escribiéndoles y siempre me dan “largas” diciendo que la aerolínea (air canada) no les ha dado respuesta; por su parte la aerolínea dice que como no compré los boletos con ellos es la agencia de viajes (Travelgenio) la que me tiene que responder. Creo que ta me robaron mi dinero.  Cuidado con esta agencia"
44,1,"TRAVELGENIO UNA GRAN ESTAFA.TRAVELGENIO UNA GRAN ESTAFA.El día Jueves de la semana pasada (11-08-2022), compre vuelos de IDA - VUELTA (Bogotá-Madrid, Madrid-Bogotá). Oh sorpresa cuando me llega el correo de confirmación al correo, me cobraron ABSOLUTAMENTE TODO 5.000.000 pesos, pero solo me enviaron el billete del vuelo de IDA y el de regreso no aparece ni en MYTRIPS ni en LATAM, he tratado de comunicarme por todo lado, enviado correos, con la superintendencia, la aeronáutica civil y estoy apoyándome de mi abogado, ya que necesito viajar y no se pueden quedar con mi dinero."
45,1,No contestan a nadaEmpresa fantasma que no contesta a los e-mail (si es que encuentras alguna dirección).  En su web no aparece ninguna forma adecuada de contacto y es imposible reclamar una factura.  Mejor buscar otra cosa y evitar problemas
46,1,"Solicitud código de reserva o devoluciónBuenos días, el día 10 de noviembre compre los tiquetes Bogotá- montería, para viajar 27 de diciembre  y montería Bogotá regreso 39 de dicienbre 2022 pero el código de la reserva con la aerolínea LATAM, no aparece, el debito ya lo hicieron, por favor solicito información o reembolso.El la aerolínea me acaban de confirmar que no hay una reserva en mi nombre les pido el favor que me hagan el reembolso y no jueguen con la gente así. El localizador de la reserva con ustedes es 22171678Por favor necesito atención imediataaaaa"
47,2,RESPUESTA URGENTE POR FAVRBuenas me descontaron el dinero de mi tarjeta  pero aun no tengo mi boleto en la aerolinea. Me gustaría tener una pronta respuesta para mi tranquilidad ya que viajo pronto. El codigo de reserva es 22345028. De antemano muchas gracias y espero su pronta respuesta.
48,1,"El día 29/10/22 hice la compra de un…El día 29/10/22 hice la compra de un pasaje, en la cual si se realizó de mi tarjeta bancaria, al día siguiente ustedes me mandan un mail que no explica el motivo de la cancelación de mi reserva, aparece que harán un reembolzo que no creo.. pero necesito que me hagan efectivo mi pasaje, por favor con mucho esfuerzo ahorre para comprarlo y ustedes me estafaran?LOCALIZADOR DE LA ESTAFA: 22094343"
49,1,"Tengo un viaje programado para el 12 de…Tengo un viaje programado para el 12 de octubre del 22 a republica dominica, santo domingoy el día de hoy me llego un correo informandome que el vuelo para ese día fue cancelado y reprogramado para el día 11 de octubre!! resulta que  se tiene ya pagado y reservado con el hotel para el día 12 y no tendríamos donde hospedarnos si llegamos un día antes al hotel!! no hay un correo ni un telefono para pedir información ni ningúna orientación!!por favor, necesito que me colaboren con este problema!!"
50,2,Reserva no figura en aerolineaEstimados. Hace dos dias compre dos pasajes narita a hanoi para el dia 9 de octubre.. me meti a la pagina de la aerolinea e introduje el codigo de reserva que me enviaron en el billete electrónico y me aparece q la reserva no existe.El dinero ya fue descontado de mi tarjeta de credito
51,1,"No encuentro mi vuelo en latam airlines.Buenas, pasado mañana tengo un viaje importante por una decisión personal y no encuentro mi vuelo en la pagina de latam airlines para hacer el check in, ya busque en todos los correos y billetes, y los supuestos vuelos que deberia tener no estan en la pagina.El localizador es (21490005)El vuelo es de latam y dice que paranair se hace cargo o algo asi, pero no encuentro mi vuelo en ningun lado, necesito ayuda URGENTE"
52,1,"Son trampososSon tramposos; compré un tíquete 46 dólares más caro que en todas las agencias reconocidas por qué incluía el Carry on, me aseguré que lo incluyera y ponen la figura de la maletica pequeña antes de comprar, y cuando lo pague no la incluyeron.  ID 22306349 , tramposos."
53,1,"Billete aéreo sin confirmar y ya pagué RESERVA 21613395Hola.Le saluda Carlos Barrios, para solicitar a través de este medio informacion sobre mi compra realizada a través de su portal web ayer 11 de agosto, en ese sentido pude confirmar el boleto aéreo de ida con la empresa Copa Airlines, sin embargo con la empresa Latam, aun no he podido verificar la compra del billete aéreo retorno, debido a que solo está efectuada es la reserva bajo elNº de orden LA0455136MHBA  , me puse en contacto con la empresa Latam para ver mi caso acá en Chile, y ellos me indican que debo solicitar a ustedes el boleto ya confirmado de compra, ya que ellos no pueden enviarme el Certificado de venta (CUV), asociado a la reserva YPDKOU, que fue emitido desde TRAVELGENIO URUGUAY.LOCALIZADOR DE RESERVA 21613395¿Podrían darme alguna respuesta sobre mi caso? Ya les dejé un correo electrónico.Quedo atento, gracias."
54,1,"Son una porquería de agenciaSon una porquería de agencia, Son unos usureros tramposos, como es posible que cobren $250.000 por arreglar un error en un nombre que ustedes en su sistema colocaron MAL. cobrar esta suma por la GESTION, cual GESTION, que tanto es colocar un apellido alrevez"
55,3,"Buen diaBuen dia, a reserva  numero 21530006, con Latam codigo JYKUAU y con Azul EP2YNB, las fechas de nacimiento de los pasajeros están invertidas en la reserva con Travelgengio. Hebert Chucala es 07/05/69  y dice en la reserva  05/07/69Erika Diaz Es 11/09/73     y dice en a resera 09/11/1973.puede ser un error de formato? o deben arreglarlo?aguardo respuesta a a brevedad, gracias"
56,1,"CAMBIO DE FECHA DE NACIMIENTOBuenas noches, quisiera hacer un cambio de la fecha de nacimiento que está inscrita en el vuelo de reserva 21875217. Hasta ahora no tengo ninguna respuesta y también no me confirman la reserva en la misma aerolínea Avianca para poder darle seguimiento.Fecha de nacimiento actualizada: 12/02 /1975 Espero su pronta respuesta, gracias."
57,1,"sin correo de reservaMuy buenas noches soy Patricio, el día 06/10/2022 realice una reserva para brasil por aerolínea Latam, la cual pagué y no me llegó respaldo a mi correo electrónico que es, tampoco me reconoce la reserva en ""my trips"" al ingresar mi correo.Espero que me puedan ayudar en la solución a este inconveniente."
58,2,"Necesito contactarme con ustedesNecesito contactarme con ustedes, tengo un vuelo para el jueves y en la página de la aerolínea dice que no se encuentra mi reserva con el código que ustedes me indican??? Hoy es martes. Necesito repuesta, este viaje es importante."
59,1,"acabo de comprar un tiquete y me han estafadoacabo de comprar un tiquete a estados unidos por travel genio, me lo cobraron de mi tarjeta y no me ha llegado el tikete de la aerolinea latam, el codigo de reserva de la aerolinea que me enviaron no existe en la pagina directa de la aerolinea, me han estafado. Por favor soluciónenme de inmediato. el teléfono de travelgenio  que aparece en el correo de la reserva no contestan. Llevo dos horas llamando"
60,1,"PÉSIMO SERVICIO / 19868506Hola, hemos escrito el día 5 de Agosto un mail solicitando un cambio del cual no hemos tenido respuesta. Esperamos puedan darnos algún tipo de respuesta pronto, estamos muy disconformes con el servicio. 19868506"
61,1,hoy fui a revisar la reserva de mi…hoy fui a revisar la reserva de mi viaje en la pagina de latam y no aparece con el codigo de reserva que esta en el correo que envían tampoco hay un numero para llamar ni nada esto parace estafaTenía código de reserva XJXNFQY localizador de reserva 22316635
62,1,"SOLICITUDNo tiene uno donde comunicarse. Compre 4 billetes de avión con ustedes. La aerolínea me solicita código de aerolínea, código checking y número de tiquete. Y no se donde buscarlo.Lo nenecito de carácter urgente.Tampoco dan respuesta."
63,1,"Buen díaBuen díaSigo en espera de solución a  mi solicitud,como es eso que pague mi boleto y nunca me lo dieron con billetes falsos solo para estafar a la gente con una página sin respaldo para quienes reclamamos. hasta el día de hoy no hay ningún correo por favor la devolución de mi dinero o mi boleto urgente.pero soluciones y no pañitos de agua para evadir sus responsabilidades.por favor requiero urgente mi dinero o mi boleto.soluciones señores rápidos y si no dan solución son un estafadores en línea para el mundo"
64,1,"Pesimo servicio con la pagina webPesimo servicio con la pagina web, necesito cancelar un vuelo que tengo programado para el 20 de diciembre de 2022 ya que la Institucion Policia Nacional decidio cambiar la fecha de salida para el dia de mañana 18 diciembre 2022 y no hay manera de comunicarse por ningun medio. Mi numero de localizador de reserva es 22347368 y el codigo de la reserva de la areolinea es TAAAWN. Necesito ayuda por favor."
65,1,"Se quedan con tu dinero después de cancelado el vuelo por wizz airLlevo 6 meses oyendo o leyendo de su departamento de atención al cliente repetidamente la frase ""la compañía wizz air no nos ha devuelto el importe aún"" y segun wizz air me ha dicho por escrito les devolvieron el importe de mi compra en forma de puntos de vuelo y están esperando que travelgenio ordenela conversión de esos puntos en dinero al modo de pago. Se están quedando con el dinero y con los puntos de vuelo...y para colmo me responden siempre lo mismo como loros. Tomadura de pelo. ....me pregunto ¿legalmente esto es cercano a una estafa ????"
66,1,"Código de reserva en la aerolínea no apareceBuenas noches, el día viernes 25 de noviembre compre los tiquetes Bogotá- Santa Marta, para viajar 06 de enero de 2023 y Santa Marta Bogotá regreso 09 de enero de 2023, pero el código de la reserva con la aerolínea LATAM, no aparece, el debito ya lo hicieron, por favor solicito información o reembolso.El la aerolínea me acaban de confirmar que no hay una reserva en mi nombre les pido el favor que me hagan el reembolso y no jueguen con la gente así. El localizador de la reserva con ustedes es 22267475"
67,1,"latam no reconoce la compra ida y vuelta bogotaCompre un tiquete ida y vuelta bogota - Cartagena y se debito de mi cuenta el dinero. Sin embargo, latam dice que la reserva es incorrecta.el numero de localizador es **351526 para el 25 de dic. Por favor su ayuda o reembolso del dinero."
68,1,"ESTAFACompré unos billetes en enero y en febrero cancelaron el vuelo y me dieron la opción de reembolso, que yo acepté. En agosto aún no me habían reembolsado nada alegando que estaban a la espera de la autorización de la aerolínea, cosa que es mentira. La aerolínea no tiene que autorizar nada pero ellos se agarran a eso. Tuve que cursar una reclamación ante la Comunidad de Madrid y a la semana ya tenía mi dinero. Jamás volveré a usar sus servicios. El trato con el personal de call center fue pésimo, no tienen ni idea de nada. Muy lamentable todo."
69,1,"NO ME DEVUELVEN EL DINEROLlevo 3 meses esperando a que me devuelvan el dinero de mi viaje cancelado y aún no me lo han devuelto, a pesar de tener un correo en el que pone expresamente que se me realizará la devolución en su totalidad del mismo. NUNCA contraten los servicios de Travelgenio. Son la peor compañia."
70,1,Igual que cuenta el último usuarioIgual que cuenta el último usuario. Necesito añadir dos maletas y no responden los correos y el teléfono no existe. Te venden el pasaje y si tienes un problema o necesitas algo olvídate. Los voy a denunciar.
71,1,"Cancelación sin avisoHola, me he comprado un tiquete Paris-Madrid hace una semana más o menos y al ver que no me llegaba mucha información desde el recibo, me metí a buscar la información de mi reserva pero tanto en Iberia (la aerolínea en la que viajaría) como en la web de travelgenio, aparece que la reserva ya no existe. No sé si es real o no ya que travelgenio se desapareció por completo… Estoy esperando una explicación y claramente si es verdad que se anuló la reserva, un reembolso.Buenas noches."
72,1,"OJO NO COMPREN PASAJEOJO! UN DESASTRE!. Me cobraron en el precio 2 valijas en bodega, ida y vuelta que no figuraban en la Aerolínea y tuve que abonarlo en el aeropuerto de nuevo.Luego de varios reclamos me acreditaron el 80%, no todo y a descontar en cancelaciones de pagos en la tarjeta, no el dinero efectivo.Además me cobraron el servicio de check in y no lo hicieron a tiempo. Los asientos me los cobraron a un precio que la propia Aerolínea me dijo que estaban súper caros. NO COMPREN PASAJES ACA!!!"
73,2,"Ponerse en contactoHola. Hace un mes compre pasajes para Costa Rica, pero lamentablemente no puedo viajar por embarazo y porque el país presenta alto % de ZICA. He mandado correos y buscado por todos lados sus contactos pero no aparecen; necesito contactarme con alguien de la empresa para resolver en los mejores términos ya que mi motivo de cancelación es por algo exclusivamente medico."
74,1,"He realizado reserva para el dia 31…He realizado reserva para el dia 31 llegaron mis boletos con nombre de los pasajeros sin embargo en Latam figuran los apellidos de ambos pasajeros juntos, me dicen que el problema fue la reserva que hizo travelgenio. No siendo posible a la Fecha comunicarme con uds"
