,Estrellas,Reseñas
21,1,"Hace 8 días compré unas zapatillasHace 8 días compré unas zapatillas. Las pagué. El vendedor no responde al mail, no las ha enviado y Vinted no cancela la venta, ni me devuelve el dinero. Hoy les he escrito pidiendo una solución y me dicen que debo esperar 5 días hábiles. Han pasado 8. Les vuelvo a escribir y entonces me responden que lo lamentan, pero que aunque el vendedor no envíe el paquete, ellos no van a devolver el importe pagado y que lamentablemente cierran el caso. A principios de año dejaron de aceptar Paypal como forma de pago. Voy a intentar recuperar el dinero a través del seguro de la tarjera con la que pagué, pero me parece increible que se comporten de esta manera. A continuación pego la respuesta que recibí dle Dpto de asistencia :Como se mencionó anteriormente, no podemos ofrecerle ninguna otra alternativa, un reembolso o indemnización.Lamentablemente, esta tiene que ser nuestra decisión final"
22,4,Pues he vendido casi todo lo que he…Pues he vendido casi todo lo que he puesto en venta rápida y perfectamente. A su vez muchas personas se han beneficiado de los productos que yo he vendido y me parece genial.
23,5,"Excelente!!👍👏😆 mi experiencia es muy…Excelente!!👍👏😆 mi experiencia es muy buena, es una aplicación para comprar y vender ropa de segunda mano de forma rápida, segura y práctico!! 100% recomendable 👍"
24,3,"Los gastos de envíos son caros más que…Los gastos de envíos son caros más que el pedido y luego recogerlo me cuesta asta cojer transporte publico en muchas ocasiones,deberían de mirar eso sobre todo a los que compramos a menudo.La fecha la pongo por poner algo por que también me amenazó una señora con un abrigo defectuoso y ustedes no hicieron nada"
25,5,"Vinted es el mejor en segunda mano o nuevo!Hace poco que estoy en Vinted, pero mi experiencia con ellos es sobresaliente en todos los sentidos. Me encanta Vinted y darle una segunda vida a mis cosas!"
26,3,Me gusta mucho el concepto de…Me gusta mucho el concepto de reutilizar la ropa pero todas mas tasas que implican el comprarlo hacen que el precio final sea prácticamente como uno nuevo en tienda. Se deben rebajar las tasas
27,3,Cuando compras algo y te viene la…Cuando compras algo y te viene la prenda rota no se hacen cargo de nada incluso la devolución tienes que pagar tú el envío
28,5,La ropa que compré estaba fenomenal…La ropa que compré estaba fenomenal como me dijo el vendedor y fue muy eficazNunca he tenido problemas ni para devolver artículo ni para comprar o vender
29,1,"Muy decepcionadoMuy decepcionado. Siempre había comprado por Amazon y estaba contento,pero vi unas gorras que me gustaron y supuestamente llegaban en unos días. Llevo más de una semana y todavía el paquete está en tránsito. De repente me sale ahora un mensaje diciéndome que el vendedor está de vacaciones y que si quiero reclamar puedo hacerlo dentro de casi un mes. Que esperan ese mes para que pueda reclamar y le reembolsaran el dinero en dos días desde la fecha. En serio 1 mes esperando un paquete que tenia que llegarme en unos días?. Muy muy decepcionado y si. Saber dónde llamar para reclamar. Una estafa. Seguiré comprando en Amazon que jamás me han dado un problema en este sentido."
30,5,"muy buena experienciamuy buena experiencia, genial todos los productos tienen su encanto y es magnifico para que alguien le pueda dar una segunda vida a prendas de las que te has cansado o que incluso no has llegado a estrenar"
31,1,"Pésimo servicio, no recomendableSuspenden la cuenta porque dicen que tengo productos falsificados, aporto etiquetas, fotos al detalle, factura etc. Da igual no te hacen caso, se basan únicamente en las denuncias de otros usuarios que venden un producto similar, para venderlo ellos. Basura de plataforma"
32,5,Todo perfecto y muy practicoTodo perfecto y muy practico. La app está muy bien diseñada y es fácil comprar y vender. Sería mejor si se puediera cambiar el nombre de usuario.
33,5,"Me encanta la app vintedMe encanta la app vinted, me ayuda a vender toda la ropa, bolsos, zapatos que no uso, y asi sacarme un dinero extra para hacer compras nuevas."
34,5,"Todas mis experiencias ha sido buenasTodas mis experiencias ha sido buenas , a pesar de una que no fue satisfactoria, no tengo nada negativo que decir. Que sigan asi y éxitos"
35,5,"Rapidez y eficaciaTodo muy bien, rapidez en la entrega, el comprador da confianza así como Vinted, yo como vendedora más contenido aún al concluir la venta."
36,5,"app de VintedEstoy encantada con la app de Vinted, funciona perfectamente, el servicio que ofrecen es fiable y de calidad por lo que la recomiendo 100%."
37,5,Catalogo inmenso de productosCatalogo inmenso de productos. Filtros magníficos para llegar a la búsqueda deseada. Facilidad de contacto con el traductor de idiomas
38,5,"GenialHa enviado el paquete súper rápido, muy bien embalado y el artículo se corresponde con lo descrito. Vendedora totalmente recomendable."
39,5,"Hay muchos artículos entre los que…Hay muchos artículos entre los que elegir y eso me gusta, por ahora los gastos de envío no son demasiado altos, espero que siga así."
40,5,Vinted es una aplicación que permite el…Vinted es una aplicación que permite el intercambio de ropa y artículos de moda de forma muy cómoda y rápida. La gestión es increíble
41,5,"Desde que empecé tenía mis dudasDesde que empecé tenía mis dudas, pero ahora estoy asombrada de lo rápido que he vendido y he vaciado mi armario.Es excelente 👌"
42,3,Servicio más bien maloNo me parece bien que cobréis un seguro de protección al consumidor y cuando hace falta no hacéis nada.Además añadir que tambien sois muy inaccesibles.
43,5,"Mi experiencia es buenísimaMi experiencia es buenísima, nunca había vendido artículos por internet y con esta plataforma es súper sencillo y muy seguro."
44,1,"El comprador queda desprotegido frente…El comprador queda desprotegido frente a vendedores de mala fe. En Vinted sale gratis enviar objetos que no se corresponden con la descripción, rotos, viejos, descoloridos, agujereados, señalados en el anuncio COMO NUEVOS, O EN BUEN ESTADO. Cuando se realiza la reclamación, pese a aportar pruebas contundentes de los desperfectos ( en mi caso un foulard de seda con un agujero de cuatro centímetros) los de Vinted se lavan las manos y dicen que pague yo los gastos de envio. ESO, PAGO LOS GASTOS DE DEVOLUCIÓN, PAGO EL SEGURO Y PAGO EL TRANSPORTE Y PAGO Y PAGO...Motivos clarisimos para marcharse."
45,3,"Hoy estoy teniendo problemas para…Hoy estoy teniendo problemas para vender una trona a Francia, ya que no le aparece a la compradora la opción ""comprar"" y no tengo respuesta de vinted, solo respuesta automática que no me soluciona"
46,3,Protección al vendedorPara mí punto de vista el comprador tiene todas las de ganar.. si el paquete se pierde no tienes nada que hacer más que una recompensa ridícula.. más seguridad para el vendedor!! Por lo demás un 10
47,5,Me encanta la aplicaciónMe encanta la aplicación. Te abre a un sin fin de posibilidades para encontrar prendas a tu gusto y a buen precio
48,4,"Todo correcto excepto el hecho de q hay…Todo correcto excepto el hecho de q hay q imprimir la etiqueta. Poco sostenible y perdida d tiempo y material, osea dinero."
49,5,Oportunidades buenísimas tanto de…Oportunidades buenísimas tanto de compra como de venta de multitud de productos espectaculares!!! Me encanta!!!
50,5,Aplicación maravillosaNo conocía la aplicación y por casualidad compre algo por recomendación de una amiga y todo un éxito de verdad
51,1,"Ya me ha pasado varias veces y ya me he…Ya me ha pasado varias veces y ya me he cansado.Quiero ponerles una reclamación,  si alguien me dice como se hace. Estoy ya cansada de que los vendedores no describan correctamente el artículo esperando que te des cuenta en las fotos de los desperfectos. La vendedora me dice que es que yo vi las fotos. No, perdona, si el artículo no está completo y además eres consciente, tienes que ponerlo en la descripción.Si no, me estás  engañando a conciencia. El problema vuelve a estar en que por qué  me tengo yo que encargar de los gastos de envío si no soy la responsable.Es la vendedora quien debe hacerse cargo de esos gastos para que espabilen y dejen de estafarnos.Quiero que esto cambie de un vez y quiero poner a Vinted reclamación. Si queréis hacerla conjunta..."
52,5,"La página es muy fácil de usarLa página es muy fácil de usar. Los productos llegan a muchísimas personas,los envíos son rápidos y eficaces"
53,2,"Mala experiencia.Para empezar, decir q debe haber más empresas de transporte q puedan recoger los envíos, ya q no es fácil desplazarse a las pocas q hay en mi barrio.Por otro lado, cada vez hay más compradores que negocian el precio y solo preguntan q se baje el precio.Por eso, estoy vendiendo más en otras empresas."
54,5,"Todo perfectoTodo perfecto, la información es verídica, las transacciones son fáciles y he vendido y comprado muchas cosas"
55,5,"estoy contenta pero puede mejorarpues en general me gusta mucho vinted, porque tengo de todo en mi armario, gracias a esta aplicación, lo único si me gustaría, hubiera algún tipo de ayuda, tipo y yo quiero vender mi ropa, y encima compro mucho, pues como que se equiparé un poco, tipo si compro que me dejen promocionar mi ropa gratis por ejemplo."
56,5,"Buen sitio para vender y comprar…Buen sitio para vender y comprar artículos nuevos y de segunda mano en buen estado, suele venderse bastante rápido ropa y calzado de marca, se encuentran compradores  considerados que no piden grandes rebajas, recomiendo."
57,5,"Nunca fallaLa compradora ha quedado satisfecha, la comunicación a sido buena y ya tengoi dinero. Todo muy seguro."
58,5,"Estoy encantada con la appEstoy encantada con la app, he vendido muchas cosas q no usaba, y he comprado cosas muy interesantes."
59,1,"Nunca más!!!Abrí una cuenta en este sitio y subí 4 o 5 productos que lo he heredado. En primera semana me asaltaron unos décadas de estafadores. Ellos tiene cuenta abierta ahora. Yo he salido fuera del país y cuando volvió me encontré con la cuenta cerrada. No se porque, no he vendido nada, no he comprado nada. Pero no me falta este sitio sin vergüenza lleno de estafadores. No lo recomiendo ha nadie. Nunca más!!!"
60,1,"Cancelan, suben el precio y no se puede valorarHice una compra y a los 10 minutos me llega un mensaje, cancelado por equivocación de talla.Me escribe la vendedora y me dice que lo siente......y a los 10 minutos el mismo artículo a la venta más caro.Escribo a Vinted para dejar una valoración negativa y me dice que no es posible porque no se ha finalizado la compra. PUES PRECISMENTE POR ESO QUIERO PONER LA VALORACIÓN NEGATIVA, PORQUE ME HAN ENGAÑADO !!!!!Pues nada, que lo sienten y a otra cosa. VINTED, que os vayan dando un poquito."
61,5,"Vinted is coolAplicación fácil y sencilla, gente amable que busca comprar y vender su ropa a un precio asequible"
62,1,"PenosoPenoso. El vendedor está totalmente desprotegido.Realizo un envío el mismo día de la venta(por Seur,la peor empresa de logística) pero pasado unos días a Vinted no le consta que se haya realizado el envío y decide cancelarlo sin consultar con nadie y tramitan la devolución del dinero a la compradora. Como el envío SI se ha hecho la compradora lo recibe y se lo queda y recibe su dinero.Y tanto Vinted como Seur se pasan la pelota uno al otro y nadie se responsabiliza. Cuidado!!!Llevar a cabo cualquier venta usando Vinted y/o Seur es una lotería."
63,1,"Si tu compra llega mal, te toca pagar la devolución también!Varias compras llegaron mal, vestidos rotos, chaqueta de talla más pequeña que la anunciada... Etc. Aunque mandes fotos, Vinted no ayuda, te deja arreglartelas frente a unos vendedores a quienes no le da vergüenza mandarte una prenda rota cuando la anunciaban como nueva! Para colmo, si quieres recuperar tu dinero, tienes que pagar la devolución entonces si o si pierdes dinero. Atención al cliente malísima que solo te reenvía los enlaces de su política, protección al comprador NULA! Pero NULA y eso que en el precio está incluida una tasa de protección al comprador que es obligatoria, no la puedes quitar! Pésimo"
64,1,"Es horribleEs horrible, he sido estafada dos veces consecutivas y.le han dado la razón al vendedor, en uno de los casos el mismo vendedor reconoce que su artículo no es auténtico ( se le habrá escapado digo yo por que si no no lo puedo entender) y aún así me quedo sin artículo y sin dinero. Han quitado pago por PayPal para favorecer al vendedor. No utilicen Vinted, tener mucho cuidado."
65,5,"IncreíbleIncreíble, forma de vender tus productos, rapidez, calidad, seguridad, simplemente perfecta.😊"
66,1,Envie un paquete con Boyacá delineryEnvie un paquete con Boyacá delinery. Me perdieron el paquete y vinted no se responsabilizó. Nunca lo reconocieron como perdido. Perdí el paquete el tiempo y el dinero
67,5,Zapatillas en muy buen estadoFue una gran compra de unas zapatillas Levi's a muy buen precio y en perfecto estado.
68,1,"Un paraíso para los estafadoresUn paraíso para los estafadores. Muchas veces la prenda no se corresponde a la descripción, viene con taras, manchas etc. La última experiencia son unas zapatillas ""Nuevas sin etiqueta"" que llegan hasta con una piedra clavada en la suela. Pagas un seguro, no sé para qué, y en caso de devolución, le toca pagar al comprador, si es como mi caso que es de Francia, casi que me vale más el collar que el perro, y de eso se aprovechan los de Vinted, en que por los altos costes, y la molestia la gente no devuelven las prendas, y al final te quedas con ellas."
69,5,"Todo súper bienTodo súper bien, permite una conversación fluida entre comprador-vendedor.¡La recomiendo!"
70,1,"Desastre total, Un engaño!Son un desastre. Me bloquean la cuenta, no me lo notifican, no me dan explicaciones salvo una respuesta automática genérica que no me dice nada, no te contestan y aún encima no tienes manera de contactar con ellos. Todas las respuestas las da una máquina. Tengo todas las valoraciones positivas y sin motivo alguno me bloquearon. En vinted si no pagas tendrás problemas, si pagas parece ser que las normas no son iguales para todos....en fin que yo iría a cualquier otra app antes de publicar en esta."
71,1,No es una app eficazEs increíble que si mandas un paquete y parece ser que lo pierden o lo roban Vinted no se hace cargo de nada..a mi no me han solucionado nada y perdí el paquete de envío y no me ingresaron el dinero ya que el comprador no lo recibió
72,5,"Todo perfectoTodo perfecto, la forma de contactar con la compradora, el envío de la etiqueta,  todo ok"
73,3,Me había daño y No me devolvieronCompré unas sandalias y me hacían daño en el talón y no me hicieron devolución ni cambiaron por otro producto
74,1,"DecepcionanteDecepcionante. Compré una blusa y el vinted nunca la envío, canceló el pedido. Una decepción."
75,5,Pues me a habierto una puerta para…Pues me a habierto una puerta para poder dedicarme a lo que más me gusta la compra venta
76,5,"Zapatillas de MarcaPedí una zapatillas, llegaron en pocos dia y están perfectas! La vendedora super amable."
77,5,"Todo perfectoTodo perfecto buena manera de reciclar la ropa, buena experiencia en ventas y compras"
78,5,La experiencia fue buena por la efectividad de Correos
79,5,"La facilidadLa facilidad , rapidez y cuidado de los envíos"
80,1,"VINTED DISCRIMINA A LOS ESPAÑOLES. Y si no porque no dejais que seamos vendedores pro para poder seguir vendiendo aqui?No comparto ni vuestra politica absurda ni vuestra explicacion de porque me habeis bloqueado la cuenta. La finalidad de esta aplicacion es la venta de articulos y al fin y al cabo son fines comerciales. No es una aplicacion para conocer a gente ni para buscar casas para vivir, es exclusivamente para vender lo que no quieres. Que tengais un sistema de deteccion de subida de articulos muy seguidos con diferentes tallas y colores esta muy bien. Todo no tiene ni el mismo valor, ni talla ni estado. Es un sistema anticuado y en el cual os escondeis para justificar esta tonteria de cerrarme la cuenta para "" proteger a los demas usuarios y a la aplicacion"" . Habeis comprobado al 100% lo que vendo? O simplemente mandais esos mensajes ya guardados para no tener que esforzaros en ver si vuestra politica es totalmente ridicula?. Fijaros mas en la cantidad de estafas que suceden en vuestra aplicacion, la cantidad de cuentas spam y la poca respuesta que obtenemos por vuestra parte cuando surge un problema. Me poneis que os da pena que me vaya; mentira. Si os diera pena habriais valorado que mis 179 valoraciones con 5 estrellas es que estoy haciendo las cosas bien. Y vuelvo a decirlo y lo diré siempre en las redes sociales: VINTED DISCRIMINA A LOS ESPAÑOLES. Y si no porque no dejais que seamos vendedores pro para poder seguir vendiendo aqui?"
81,5,Llevo muy poco tiempo en vinted y de…Llevo muy poco tiempo en vinted y de momento parece que todo está funcionando bien.
82,5,"El mejor sitio para vender tus…El mejor sitio para vender tus productos de segunda mano , fácil , rápido y seguro"
83,5,"Muy buena experiencia…Estoy teniendo muy buena experiencia con Vinted, aun no he tenido ningun problema"
84,5,"100% fiable100% fiable. Llevo tiempo usándola para comprar / vender, y sin ningún problema"
85,5,La app es muy buena y los precios son…La app es muy buena y los precios son según la economía de cada cual . Gracias 😊
86,5,Todo bien aunque a veces en ka…Todo bien aunque a veces en ka definición me faltan cosas peri en general ok
87,5,Muy buena aplicación para vender tus…Muy buena aplicación para vender tus productos y darles una segunda vida☺️
88,5,"Como pocas Empresas.Cumple con los parámetros de una gran…Cumple con los parámetros de una gran empresa,que responde a sus clientes."
89,5,"Todo es fácil con VintedTodo es fácil con Vinted, precios imbatibles y muy buen servicio de envío."
90,5,VendiVendí desde el primer día eso me hizo pensar que sería siempre así
91,5,"TransparenciaTransparencia, visibilidad de los productos, protección y en bien organizado todo en general"
92,5,Súper agradable y facil de usar!
93,5,Buena appBuena app gran variedad internacional y seguridad en la compraventa
94,5,"Good concept, good executionIt was good. If you get a good seller, you get a good experience"
95,5,Fantástica comunidad para venta de ropa…Fantástica comunidad para venta de ropa y calzado de segunda mano
96,5,Fue supercomoda la recogida y el envíoFue supercomoda la recogida y el envío. Gracias a la compradora
97,1,"No puedo poner negativo.ESTAFANo puedo poner negativo.CUIDADO, para realizar la primera venta te piden una tarjeta bancaria para comprobar la identidad. La tarjeta tiene que tener saldo de 150€ para que el sistema compruebe la identidad del vendedor. Escrito por ellos sólo comprobación pero, RETIRAN LOS 150 € y no los devuelven.El sistema necesita para devolverlos que te carguen otros 150 €.VAYA ESTAFA, cuidado"
98,5,"FabulosoFabuloso, una gran herramienta para vender lo que no necesitas"
99,5,"De las 4 veces que lo he usado todo…De las 4 veces que lo he usado todo perfecto, fácil y útil."
100,5,Excelente aplicaciónExcelente aplicación. Y muy fácil de usar. Un 100/100 🫶🏻💙💙💙
101,5,"La plataforma más fácil para buscarLa plataforma más fácil para buscar, encontrar y comprar!"
102,1,"El motivo de mi opinión muy negativa de VintedEl motivo de mi opinión muy negativa de Vinted es que inicialmente me abrí una cuenta y me fue bloqueada sin más, sin previo aviso se bloqueo sin posibilidad de recuperala fué bloqueada sin ninguna expliación, pido que se me devuelva a mi cuenta también el dinero que tenía cuando me bloquearon, y no tengo ninguna respuesta y luego cada vez que quiero hablar con ellos ya solo me aparecen las paginas en blanco y totalmente vetada y es horrible me siento estafada, se quedaron con mi dinero. gracias."
103,5,Pues lo jumiosto en el momento precisoPues lo justo en el momento preciso
104,5,Bien todo correcto
105,5,"Siempre compro en vintedSiempre compro en vinted, y nunca me ha defraudado."
106,1,"no puedes dejar valoraciónSi devuelves un producto, además de perder el dinero de los gastos de envío, no te deja escribir una valoración. El vendedor me envió unos pantalones sucios llenos de sangre."
107,1,"Me parece increíble que habrá una…Me parece increíble que abra una incidencia porque me llega una camiseta con un agujero, daño que no aparecía en la descripción del vendedor y tenga que correr yo con los gastos de devolución, me parece increíble no vuelvo a comprar más en vinted, vaya vergüenza de app, qué vergüenza, me envía un producto roto y tengo que pagar yo la devolución, en Wallapop no pasa esto, desde luego. Puto vinted"
108,1,"Me han estafado dos veces en vinted me…Me han estafado dos veces en vinted me costo la jugada unos 7 euros ,regale dos bolsos de 25 euros por el morro y encima de no devolverme el dinero es a mi kien me kitan la cuenta estoy muy kemada con vinted no se lo recomiendo a nadie perdi dinero enves de ganarlo"
109,5,"Todo correctoTodo correcto, buena comunicación con el vendedor"
110,1,"VINTED = ESTAFADORESUna puñetera vergüenza, servicio lamentable con injusticias constantes para comprador y vendedor.Pongo 2 casos descabellados:Realizo una venta de una camisa. La envío con máxima celeridad. Por culpa de la agencia de transportes (vinted siempre se desentiende) el pedido queda retrasado unas semanas. Finalmente se indica que el pedido se ha entregado al cliente final. El cliente final dice que no es cierto y cancela el pedido.Vinted procede a abonar el dinero al comprador y confirma que el pedido está pendiente por entregar. La conclusión es que el comprador que canceló la compra por el retraso de la agéncia recibe su dinero pagado y también recibirá el paquete en unos días a no ser que se de por perdido. Y yo, el vendedor me quedo sin mi camiseta y sin cobrar un duro. Transmito la queja a Vinted y su respuesta es que debo arreglarme yo con el comprador....¿PEEEERDONA?Caso 2:Compro por valor superior a 100e un pedido. Por culpa de la agencia el pedido permanece más de 15 días parado en un almacén. La agéncia no da explicaciones y Vinted no mueve un dedo a pesar de las reclamaciones diarias a ambos. Si el paquete se demora una semana más el pedido se dará por perdido. Me han retenido más de 100 euros por nada y ni me dan servicio y el pobre vendedor será indemnizado por un máximo de 25 euros cuando el total del pedido era superior a 100e. Y el pedido simplemente está congelado en el almacén de la agencia MONDIAL RELAY. A LU CI NAN TE"
111,5,Fue todo rápido y el producto en muy…Fue todo rápido y el producto en muy buen estado
112,1,"Estafadores absolutos llevo vendiendo…Estafadores absolutos llevo vendiendo un cierto tiempo con ellos y tengo mas de 500 valoraciones 99 por ciento 5 estrellas y acabo de vender zapatillas adidas y la compradora dijo eran falsas,y a pesar de enviar facturas, fotos de web reconocidas donde eran exactamente iguales a las mias y factura con mi nombre y el modelo de un sitio de prestigio,no me dieron razones de ningun tipo y perdi las zapatillas y el dinero esta claro que hay que buscar otro lugar este es una estafa absoluta"
113,1,"Pedí una camisa a Francia hace mes y…Pedí una camisa a Francia hace mes y medio y todavía no me la han mandado, se ha perdido, no me Dan la opción  de reembolso, sino que me dicen que me ponga en contacto con la vendedora, la vendedora me lo mando hace tiempo , he perdido  el dinero"
114,5,all Perfect!
115,4,PerfectoPerfecto bien todo
116,4,La aconsejo todo perfectoLa aconsejo todo perfectoY muy seria la aplicación.
117,4,De momento todo está bien y me gusta la…De momento todo está bien y me gusta la aplicación
118,1,Gastos de envío en productos defectuososMe parece muy mal que como comprador pagues todos los gastos de envío cuando ha sido el vendedor quien ha especificado mal el anuncio. Al final he perdido más de 5 euros porque me enviaron una sudadera rota.
119,5,genialCon todo lo que he vendido todo genial
120,5,"Todo es rápido y perfecto,,un dinerito…Todo es rápido y perfecto,,un dinerito extra!!"
121,1,"ESTAFADORES!DESAGRADABLE experiencia, muy mal asistencia por parte del equipo de Vinted. Como nueva usuaria, he tenido la mala suerte de no poder ingresar 80 euros de mi primera venta, porque el sistema bloquea el movimiento, llevo ya dos MESES esperando sin una respuesta. Supongo que sienpre me sale una respuesta automatica. No recomiendo esta plataforma para nada, no es seria, no es fiable, y no tienen un servicio al cliente SERIO Y CORRECTO. Esto se merece una denuncia en todo lo alto! NO VENDAN Y NO COMPREN NADA PORQUE NO ES FIABLE."
122,5,Todo el proceso de venta es facil y…Todo el proceso de venta es facil y rapido.
